ComID,GeogName,DataGroup,DataGroup_Order,Year,Female - .,Female - %,Male - .,Male - %,Total - .,Total - %
COM1739,Round Island-Black Brook and Area,Total Reporting,1,2011,76,100,92,100,168,100
COM1740,South Bar,Total Reporting,1,2011,324,100,215,100,539,100
COM1741,Sydney,Total Reporting,1,2011,9394,100,8140,100,17564,100
COM1742,Sydney Forks-Portage,Total Reporting,1,2011,431,100,386,100,813,100
COM1743,Sydney Mines,Total Reporting,1,2011,2827,100,2688,100,5520,100
COM1744,Sydney River,Total Reporting,1,2011,1386,100,1281,100,2672,100
COM1745,Upper North Sydney-Leitches Creek and Area,Total Reporting,1,2011,273,100,272,100,545,100
COM1746,Westmount,Total Reporting,1,2011,1175,100,1045,100,2220,100
com1747,Fortress of Louisbourg,Total Reporting,1,2011,0,100,0,100,0,100
com1748,Membertou First Nation (Sydney (28A)),Total Reporting,1,2011,0,100,0,100,0,100
com1749,Membertou First Nation (Caribou Marsh (29)),Total Reporting,1,2011,0,100,0,100,0,100
COM1801,Little Narrows,Total Reporting,1,2011,205,100,235,100,445,100
COM1802,Baddeck,Total Reporting,1,2011,804,100,852,100,1661,100
COM1803,Wagmatcook First Nation (Wagmatcook (1)),Total Reporting,1,2011,163,100,188,100,346,100
COM1804,Englishtown,Total Reporting,1,2011,308,100,353,100,661,100
COM1805,Ingonish,Total Reporting,1,2011,484,100,485,100,968,100
COM1806,Cape Breton Highlands National Park,Total Reporting,1,2011,0,100,0,100,0,100
COM1807,Dingwall,Total Reporting,1,2011,754,100,523,100,1287,100
COM201,Pubnico,Total Reporting,1,2011,1087,100,1071,100,2163,100
COM202,Tusket,Total Reporting,1,2011,610,100,598,100,1218,100
COM203,Argyle,Total Reporting,1,2011,335,100,297,100,632,100
COM204,Amiraults Hill,Total Reporting,1,2011,349,100,391,100,738,100
COM205,Wedgeport,Total Reporting,1,2011,793,100,737,100,1525,100
COM206,Arcadia,Total Reporting,1,2011,845,100,831,100,1673,100
COM208,Acadia First Nation (Yarmouth (33)),Total Reporting,1,2011,60,100,55,100,110,100
COM209,Hebron,Total Reporting,1,2011,1259,100,1152,100,2428,100
COM210,Port Maitland,Total Reporting,1,2011,372,100,387,100,754,100
COM211,South Ohio,Total Reporting,1,2011,679,100,656,100,1331,100
COM212,Carleton,Total Reporting,1,2011,605,100,556,100,1159,100
COM213,Quinan,Total Reporting,1,2011,327,100,318,100,644,100
COM301,Salmon River,Total Reporting,1,2011,384,100,339,100,724,100
COM302,Meteghan,Total Reporting,1,2011,1261,100,1266,100,2530,100
COM303,Saulnierville,Total Reporting,1,2011,567,100,557,100,1130,100
COM304,Church Point,Total Reporting,1,2011,811,100,740,100,1555,100
COM305,Weymouth,Total Reporting,1,2011,740,100,766,100,1513,100
COM306,Barton,Total Reporting,1,2011,628,100,576,100,1195,100
COM307,Digby Neck,Total Reporting,1,2011,747,100,695,100,1445,100
COM308,Digby,Total Reporting,1,2011,1702,100,1529,100,3243,100
COM309,Smiths Cove,Total Reporting,1,2011,222,100,197,100,419,100
COM310,Bear River,Total Reporting,1,2011,555,100,563,100,1112,100
COM311,St. Joseph,Total Reporting,1,2011,544,100,495,100,1046,100
COM312,Bear River First Nation (Bear River (6)),Total Reporting,1,2011,0,100,0,100,0,100
COM401,North Queens,Total Reporting,1,2011,610,100,585,100,1186,100
COM402,Port Mouton,Total Reporting,1,2011,482,100,528,100,1006,100
COM403,Liverpool,Total Reporting,1,2011,2781,100,2588,100,5370,100
COM404,Medway,Total Reporting,1,2011,422,100,416,100,843,100
com406,Acadia First Nation (Wildcat (12)),Total Reporting,1,2011,0,100,0,100,0,100
COM407,Acadia First Nation (Ponhook Lake (10)),Total Reporting,1,2011,0,100,0,100,0,100
COM408,Acadia First Nation (Medway River (11)),Total Reporting,1,2011,0,100,0,100,0,100
COM501,Kejimkujik National Park,Total Reporting,1,2011,0,100,0,100,0,100
COM502,Milford,Total Reporting,1,2011,294,100,288,100,586,100
COM503,Cornwallis Park,Total Reporting,1,2011,828,100,789,100,1613,100
COM504,Port Royal,Total Reporting,1,2011,369,100,328,100,695,100
COM505,Granville Ferry,Total Reporting,1,2011,546,100,429,100,975,100
COM506,Annapolis Royal,Total Reporting,1,2011,750,100,642,100,1394,100
COM507,Bear River First Nation (Bear River (6B)),Total Reporting,1,2011,0,100,0,100,0,100
COM508,Bridgetown,Total Reporting,1,2011,1142,100,1010,100,2150,100
COM509,Port Lorne,Total Reporting,1,2011,391,100,347,100,737,100
COM510,Lawrencetown,Total Reporting,1,2011,711,100,712,100,1424,100
COM511,Middleton,Total Reporting,1,2011,1841,100,1625,100,3462,100
COM512,Margaretsville,Total Reporting,1,2011,472,100,519,100,996,100
COM601,Broad Cove,Total Reporting,1,2011,220,100,208,100,427,100
COM602,Petite Riviere,Total Reporting,1,2011,199,100,192,100,391,100
COM603,Italy Cross,Total Reporting,1,2011,867,100,892,100,1757,100
COM604,Chelsea,Total Reporting,1,2011,344,100,373,100,720,100
COM605,Newcombville,Total Reporting,1,2011,643,100,655,100,1305,100
COM606,Hemford,Total Reporting,1,2011,279,100,268,100,547,100
COM607,New Germany,Total Reporting,1,2011,658,100,665,100,1320,100
COM608,Northfield,Total Reporting,1,2011,870,100,891,100,1761,100
COM609,Bridgewater,Total Reporting,1,2011,4487,100,3828,100,8294,100
COM610,LaHave,Total Reporting,1,2011,1942,100,2002,100,3957,100
COM611,Lunenburg,Total Reporting,1,2011,2280,100,1967,100,4241,100
COM612,Maitland,Total Reporting,1,2011,741,100,761,100,1502,100
COM613,Mahone Bay,Total Reporting,1,2011,1257,100,1113,100,2373,100
COM614,New Cornwall,Total Reporting,1,2011,416,100,421,100,841,100
COM615,Maplewood,Total Reporting,1,2011,646,100,673,100,1317,100
COM616,New Ross,Total Reporting,1,2011,572,100,660,100,1236,100
com617,Indian Brook First Nation (Pennal (19)),Total Reporting,1,2011,0,100,0,100,0,100
COM618,Chester Basin,Total Reporting,1,2011,866,100,915,100,1784,100
COM619,Acadia First Nation (Gold River (21)),Total Reporting,1,2011,0,100,0,100,0,100
COM620,Western Shore,Total Reporting,1,2011,1101,100,962,100,2073,100
COM621,Chester,Total Reporting,1,2011,1056,100,945,100,1998,100
COM622,Windsor Road,Total Reporting,1,2011,202,100,261,100,463,100
COM623,Blandford,Total Reporting,1,2011,712,100,662,100,1366,100
COM701,Lake George,Total Reporting,1,2011,462,100,462,100,922,100
COM702,Greenwood,Total Reporting,1,2011,2143,100,2016,100,4157,100
COM703,Kingston,Total Reporting,1,2011,2253,100,2062,100,4319,100
COM704,Aylesford,Total Reporting,1,2011,1060,100,976,100,2042,100
COM705,Millville,Total Reporting,1,2011,797,100,707,100,1504,100
COM706,Berwick,Total Reporting,1,2011,1423,100,1282,100,2690,100
COM707,Waterville,Total Reporting,1,2011,553,100,535,100,1086,100
COM708,Somerset,Total Reporting,1,2011,499,100,445,100,949,100
COM709,Harbourville,Total Reporting,1,2011,669,100,739,100,1399,100
COM710,Lakeville,Total Reporting,1,2011,601,100,614,100,1222,100
COM711,Cambridge,Total Reporting,1,2011,581,100,547,100,1128,100
COM712,Annapolis Valley First Nation (Cambridge (32)),Total Reporting,1,2011,72,100,74,100,150,100
COM713,Coldbrook,Total Reporting,1,2011,1222,100,1106,100,2322,100
COM714,Alton,Total Reporting,1,2011,836,100,837,100,1670,100
COM715,Kentville,Total Reporting,1,2011,4279,100,3681,100,7969,100
COM716,Centreville,Total Reporting,1,2011,913,100,862,100,1774,100
COM717,Blomidon,Total Reporting,1,2011,727,100,796,100,1529,100
COM718,Canning,Total Reporting,1,2011,1158,100,1060,100,2209,100
COM719,Port Williams,Total Reporting,1,2011,740,100,662,100,1400,100
COM720,New Minas,Total Reporting,1,2011,2393,100,2067,100,4471,100
COM721,Gaspereau,Total Reporting,1,2011,628,100,690,100,1314,100
COM722,Wolfville,Total Reporting,1,2011,2132,100,1823,100,3957,100
COM723,Grand Pre,Total Reporting,1,2011,429,100,444,100,873,100
COM724,Hantsport,Total Reporting,1,2011,1307,100,1319,100,2625,100
COM725,Glooscap First Nation (Horton (Glooscap) (35)),Total Reporting,1,2011,0,100,0,100,0,100
COM801,Falmouth,Total Reporting,1,2011,1152,100,1067,100,2222,100
COM802,Windsor Forks,Total Reporting,1,2011,440,100,435,100,876,100
COM803,Smiths Corner,Total Reporting,1,2011,411,100,429,100,841,100
COM804,Newport Corner,Total Reporting,1,2011,801,100,781,100,1591,100
COM805,Three Mile Plains,Total Reporting,1,2011,906,100,904,100,1812,100
COM806,Windsor,Total Reporting,1,2011,2021,100,1671,100,3693,100
COM807,Brooklyn,Total Reporting,1,2011,1044,100,899,100,1948,100
COM808,Summerville,Total Reporting,1,2011,423,100,376,100,802,100
COM809,Kempt Shore,Total Reporting,1,2011,374,100,430,100,811,100
COM810,Noel,Total Reporting,1,2011,433,100,429,100,865,100
COM811,Kennetcook,Total Reporting,1,2011,613,100,581,100,1198,100
COM812,Upper Rawdon,Total Reporting,1,2011,769,100,867,100,1646,100
COM813,Mount Uniacke,Total Reporting,1,2011,1436,100,1388,100,2827,100
COM814,Enfield,Total Reporting,1,2011,1985,100,2090,100,4068,100
COM815,Nine Mile River,Total Reporting,1,2011,596,100,552,100,1148,100
COM816,Elmsdale,Total Reporting,1,2011,1254,100,1154,100,2406,100
COM817,Lantz,Total Reporting,1,2011,1396,100,1320,100,2716,100
COM819,Indian Brook First Nation (Indian Brook (14)),Total Reporting,1,2011,440,100,340,100,785,100
COM820,Shubenacadie,Total Reporting,1,2011,945,100,966,100,1914,100
COM822,Annapolis Valley First Nation (St. Croix (34)),Total Reporting,1,2011,0,100,0,100,0,100
COM901,Hubbards,Total Reporting,1,2011,916,100,806,100,1722,100
COM902,St. Margarets Bay,Total Reporting,1,2011,1000,100,999,100,2000,100
COM903,Tantallon,Total Reporting,1,2011,3720,100,3675,100,7384,100
COM904,Hacketts Cove,Total Reporting,1,2011,607,100,672,100,1282,100
COM905,Peggys Cove,Total Reporting,1,2011,279,100,281,100,557,100
COM906,Prospect,Total Reporting,1,2011,1463,100,1363,100,2831,100
COM907,Terence Bay,Total Reporting,1,2011,458,100,462,100,920,100
COM908,Hatchet Lake,Total Reporting,1,2011,1257,100,1286,100,2543,100
COM909,Sambro,Total Reporting,1,2011,1557,100,1476,100,3033,100
COM910,Herring Cove,Total Reporting,1,2011,1172,100,1113,100,2285,100
COM911,Spryfield,Total Reporting,1,2011,4828,100,4234,100,9073,100
COM912,Armdale-Northwest Arm,Total Reporting,1,2011,4385,100,3716,100,8100,100
COM913,Fairview,Total Reporting,1,2011,7434,100,6369,100,13804,100
COM914,Halifax Chebucto,Total Reporting,1,2011,8470,100,7523,100,16005,100
COM915,Halifax Citadel,Total Reporting,1,2011,9512,100,8996,100,18494,100
COM916,Halifax Needham,Total Reporting,1,2011,9088,100,8756,100,17871,100
COM917,Clayton Park,Total Reporting,1,2011,15663,100,13456,100,29132,100
COM918,Timberlea,Total Reporting,1,2011,3841,100,3628,100,7453,100
COM919,Hammonds Plains,Total Reporting,1,2011,4269,100,4329,100,8600,100
COM920,Bedford,Total Reporting,1,2011,8117,100,7056,100,15192,100
COM921,Middle Sackville,Total Reporting,1,2011,4416,100,4110,100,8530,100
COM922,Upper Sackville,Total Reporting,1,2011,418,100,415,100,828,100
COM923,Beaver Bank,Total Reporting,1,2011,2826,100,2822,100,5634,100
COM924,Fall River,Total Reporting,1,2011,4501,100,4491,100,9000,100
COM925,Waverley,Total Reporting,1,2011,1040,100,946,100,1981,100
COM926,Dartmouth North,Total Reporting,1,2011,8747,100,7880,100,16627,100
COM927,Dartmouth East,Total Reporting,1,2011,10448,100,9367,100,19831,100
COM928,Dartmouth South,Total Reporting,1,2011,11140,100,9590,100,20727,100
COM929,Eastern Passage,Total Reporting,1,2011,4748,100,4518,100,9270,100
COM930,Millbrook First Nation (Cole Harbour (30)),Total Reporting,1,2011,68,100,87,100,160,100
COM931,Cole Harbour,Total Reporting,1,2011,10760,100,9924,100,20723,100
COM932,Preston,Total Reporting,1,2011,995,100,764,100,1758,100
COM934,Lake Echo,Total Reporting,1,2011,1282,100,1284,100,2560,100
COM935,Porters Lake,Total Reporting,1,2011,1356,100,1337,100,2687,100
COM936,Chezzetcook,Total Reporting,1,2011,1603,100,1620,100,3228,100
COM937,Musquodoboit Harbour,Total Reporting,1,2011,1004,100,991,100,1995,100
COM938,Jeddore,Total Reporting,1,2011,616,100,606,100,1222,100
COM939,Middle Musquodoboit,Total Reporting,1,2011,904,100,801,100,1704,100
COM940,Upper Musquodoboit,Total Reporting,1,2011,438,100,364,100,808,100
COM941,Ship Harbour,Total Reporting,1,2011,777,100,829,100,1611,100
COM942,Sheet Harbour,Total Reporting,1,2011,670,100,688,100,1362,100
COM943,Millbrook First Nation (Sheet Harbour (36)),Total Reporting,1,2011,0,100,0,100,0,100
COM944,Moser River,Total Reporting,1,2011,360,100,378,100,743,100
com945,Sable Island,Total Reporting,1,2011,0,100,0,100,0,100
com946,Liscomb Game Sanctuary,Total Reporting,1,2011,0,100,0,100,0,100
COM947,Millbrook First Nation (Beaver Lake (17)),Total Reporting,1,2011,0,100,0,100,0,100
COM948,Lower Sackville,Total Reporting,1,2011,9283,100,8634,100,17916,100
DHA1,South Shore Health,Total Reporting,1,2011,25520,100,24250,100,49770,100
DHA2,South West Health,Total Reporting,1,2011,25185,100,23475,100,48665,100
DHA3,Annapolis Valley Health,Total Reporting,1,2011,35075,100,32425,100,67500,100
DHA4,Colchester East Hants Health Authority,Total Reporting,1,2011,30023,100,28237,100,58265,100
DHA5,Cumberland Health Authority,Total Reporting,1,2011,13680,100,12380,100,26055,100
